no_of_dependents,education_encoded,self_employed_encoded,income_annum,loan_amount,loan_term,cibil_score_encoded,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status_encoded
3,0,1,7800000,17700000,6,4,15600000,15200000,25100000,10800000,1
3,1,1,7200000,16500000,18,1,7800000,6300000,17300000,10600000,0
2,0,0,7600000,19300000,12,1,5400000,1500000,16000000,9600000,0
4,0,1,7000000,26700000,4,1,10600000,12200000,18800000,6000000,1
0,0,0,5700000,13000000,6,1,7800000,7500000,20700000,8200000,0
2,0,0,8200000,30600000,10,1,9800000,11500000,16900000,7000000,0
0,1,1,9000000,27800000,8,3,900000,6700000,24400000,5800000,1
3,0,0,3900000,11900000,6,2,6600000,6000000,8800000,2000000,1
0,1,0,6500000,16200000,4,4,17200000,10700000,20200000,6200000,1
4,0,1,2300000,7700000,16,2,6000000,4400000,6300000,2300000,1
1,0,0,5700000,21800000,18,3,14100000,3200000,21800000,3200000,1
4,0,0,800000,2800000,12,1,1500000,300000,2900000,600000,0
4,0,1,8400000,19700000,14,4,22400000,5800000,22000000,12100000,1
1,1,1,4300000,17200000,4,2,10400000,6600000,11500000,2200000,1
1,0,1,300000,900000,20,1,800000,0,600000,300000,0
1,1,0,8700000,34000000,16,3,5400000,10700000,17800000,8100000,1
1,0,0,4400000,12100000,4,4,9800000,6500000,15000000,6000000,1
1,1,1,5600000,16800000,16,1,7500000,6500000,12300000,3900000,0
2,1,0,600000,1300000,12,1,100000,1100000,2300000,600000,0
4,0,1,2500000,5100000,20,3,1100000,4100000,6700000,3500000,1
5,0,0,3800000,10500000,10,4,1800000,6700000,8100000,5300000,1
2,0,0,2500000,9600000,4,2,900000,1000000,7300000,2000000,1
3,0,1,5500000,20400000,10,1,10600000,8200000,13500000,4000000,0
5,1,1,4500000,17100000,2,2,10600000,7500000,12000000,6500000,1
4,0,0,1900000,4000000,10,1,500000,1400000,5600000,900000,0
5,1,1,6400000,20000000,12,2,100000,2100000,16500000,5500000,1
1,0,1,3800000,11100000,6,4,2100000,1800000,8700000,5700000,1
4,0,1,6300000,16900000,16,2,16000000,3600000,23700000,6000000,1
3,0,0,300000,600000,6,4,300000,400000,600000,400000,1
5,0,1,7100000,21800000,18,4,7000000,0,18900000,4700000,1
2,0,1,600000,1700000,2,1,1700000,200000,1200000,500000,0
3,1,1,4400000,15300000,16,4,1200000,8400000,15000000,3400000,1
4,0,0,7600000,20800000,12,4,1900000,13600000,19200000,6400000,1
5,1,1,8700000,26400000,10,1,11800000,2900000,23200000,9200000,0
3,1,1,5600000,12700000,12,1,8200000,9300000,22000000,6400000,0
4,0,0,4100000,13100000,14,4,11200000,4200000,10500000,3800000,1
2,0,1,7900000,16100000,18,1,17300000,2900000,29900000,9300000,0
3,0,1,5600000,20900000,14,2,4000000,10700000,13000000,8200000,1
3,0,0,1200000,3100000,10,1,1500000,2200000,3900000,1000000,0
5,1,0,6900000,19700000,6,2,9800000,7500000,17100000,7300000,1
5,0,0,2700000,5600000,2,4,1100000,2000000,7100000,2600000,1
4,1,1,9800000,22100000,4,1,16800000,11100000,26500000,7300000,0
2,0,0,9300000,32300000,4,2,14300000,6400000,37000000,10400000,1
4,0,0,6700000,25300000,12,2,16900000,3600000,23500000,4900000,1
4,1,0,1300000,4600000,10,1,1800000,600000,3100000,800000,0
2,1,1,7900000,17100000,16,2,19200000,14100000,21900000,10400000,1
5,0,0,6700000,23200000,18,3,1600000,6700000,20800000,5400000,1
2,0,1,2100000,4500000,18,2,2500000,500000,5500000,1500000,1
4,1,1,4700000,11000000,4,1,10100000,100000,9600000,6900000,0
2,1,0,3700000,13400000,16,1,6400000,600000,14200000,3500000,0
0,1,1,5800000,21800000,2,2,4400000,7200000,15000000,4200000,1
5,1,1,2400000,6900000,20,3,1700000,400000,8800000,2400000,1
1,0,1,8100000,27600000,16,1,1000000,10500000,32200000,8000000,0
5,1,1,5400000,21400000,12,1,4000000,9700000,12400000,6800000,0
0,1,0,1400000,5400000,8,2,4100000,400000,4300000,800000,1
2,0,0,2500000,8600000,8,4,2500000,4000000,7700000,1300000,1
0,0,1,1600000,5300000,4,3,400000,2100000,5500000,1100000,1
0,0,0,3700000,10600000,20,1,5800000,1300000,13900000,3500000,0
5,0,1,500000,1800000,20,2,500000,700000,1100000,300000,1
3,0,1,5300000,19500000,4,2,13200000,4700000,19800000,7900000,1
0,1,1,2800000,6800000,12,1,4100000,2000000,11100000,1400000,0
1,1,1,9600000,29900000,18,1,18500000,15200000,38200000,9400000,0
4,1,0,2200000,7800000,20,2,0,3900000,8400000,1900000,1
1,0,1,8400000,30900000,8,1,18600000,1000000,25900000,11100000,0
1,0,0,2100000,5300000,20,1,1500000,3800000,8100000,1700000,0
2,0,1,2800000,7000000,2,4,500000,2900000,8100000,1300000,1
0,0,0,2500000,5800000,20,3,7400000,500000,7500000,2000000,1
3,1,1,1700000,5800000,10,1,4100000,2900000,6600000,800000,0
3,1,0,6100000,20700000,4,4,14900000,5400000,24200000,5900000,1
3,1,0,4100000,11700000,10,3,6900000,6200000,15400000,2100000,1
5,0,1,4500000,12700000,8,1,11000000,3800000,12600000,2700000,0
2,1,1,5600000,19100000,8,1,2700000,1200000,14200000,4200000,0
3,0,1,5800000,16600000,10,1,13300000,5900000,15000000,8500000,0
4,0,0,8600000,26700000,10,4,2200000,8800000,22600000,6900000,1
2,1,0,2900000,10500000,20,3,4200000,600000,7700000,4300000,1
2,0,1,8300000,17600000,2,1,1000000,700000,28400000,6800000,0
5,0,0,2400000,5100000,6,4,1500000,200000,5300000,3400000,1
4,1,0,5600000,12000000,4,3,5600000,2900000,14500000,3400000,1
1,1,1,9500000,35400000,14,1,400000,1200000,20200000,13500000,0
4,0,1,4900000,15900000,10,3,10800000,8300000,14900000,2800000,1
4,0,1,5900000,16500000,2,4,13000000,9400000,20000000,3500000,1
5,1,1,500000,1500000,4,1,200000,200000,1100000,700000,1
3,1,0,7000000,21700000,14,4,5400000,8500000,19300000,9600000,1
1,0,0,3500000,12700000,4,1,5200000,6800000,12900000,1800000,1
0,1,0,5200000,12200000,16,4,5000000,2000000,11400000,5100000,1
3,1,1,6300000,19900000,12,4,1900000,2400000,15500000,3100000,1
2,0,0,8400000,28300000,10,4,1800000,16000000,33000000,4400000,1
1,0,1,7500000,22500000,14,1,12300000,9600000,16200000,4500000,0
2,1,0,3300000,13000000,16,1,5500000,5900000,7400000,3100000,0
2,0,0,8800000,22400000,14,3,21700000,5100000,18600000,10900000,1
5,1,0,200000,700000,18,3,-100000,100000,500000,200000,1
5,0,1,8000000,29100000,4,3,10600000,8600000,28800000,4600000,1
3,1,0,1000000,4000000,6,2,700000,100000,2800000,500000,1
1,1,0,9400000,26700000,10,1,7600000,2500000,28600000,13200000,0
5,1,0,2100000,7300000,18,1,3700000,3200000,7200000,2200000,0
4,1,1,5400000,11500000,20,3,14600000,3800000,13500000,6100000,1
2,1,1,4700000,15100000,8,4,9700000,2500000,10700000,4700000,1
3,1,0,8800000,33700000,12,1,17300000,16000000,22200000,8800000,0
5,1,0,3200000,12200000,6,1,7700000,6200000,6700000,2100000,0
0,1,1,7200000,21900000,4,1,17700000,10900000,24500000,7600000,1
2,0,1,2500000,7200000,16,1,5500000,3300000,4900000,2800000,0
5,0,1,6900000,15700000,14,4,13800000,5300000,25200000,4500000,1
5,1,1,5700000,20500000,16,1,2800000,1900000,22400000,3900000,0
4,1,1,5500000,15100000,18,3,10500000,8000000,13900000,7200000,1
4,0,1,9200000,29100000,10,3,14500000,8300000,35800000,5000000,1
5,1,1,5700000,11500000,2,3,15800000,3700000,15600000,5300000,1
5,1,1,5000000,16400000,14,1,13000000,9100000,15300000,3300000,0
4,0,0,2300000,5500000,6,1,-100000,4100000,4800000,3200000,0
0,0,1,3000000,11000000,16,1,8000000,4500000,6600000,2400000,0
0,0,0,7900000,26200000,18,4,14200000,14700000,27400000,6300000,1
2,1,0,2000000,6200000,16,3,4100000,600000,5400000,1300000,1
5,0,0,2700000,8700000,14,4,2200000,2800000,7600000,3700000,1
3,1,1,6400000,15800000,18,2,6900000,2700000,24800000,5300000,1
0,0,1,8200000,19100000,2,4,22900000,8900000,20500000,4000000,1
1,1,0,2800000,6900000,14,2,400000,4900000,6800000,4200000,1
1,0,0,8900000,20000000,2,3,12700000,600000,17800000,9900000,1
1,0,0,5100000,20000000,4,1,7900000,8900000,20300000,6700000,1
3,1,0,2800000,8500000,20,1,6200000,1700000,7800000,2200000,0
2,0,1,6100000,12300000,18,3,14100000,9100000,12600000,3500000,1
2,0,0,8400000,24500000,6,2,11000000,1300000,22900000,10400000,1
1,0,0,1600000,5600000,6,4,600000,2800000,4600000,1200000,1
5,1,0,4100000,11000000,14,1,6200000,1700000,8500000,5400000,0
1,0,0,300000,700000,10,3,0,0,900000,100000,1
3,1,0,9600000,34500000,20,1,26100000,2600000,24300000,5300000,0
4,1,1,8300000,25400000,4,2,22900000,4000000,24800000,5400000,1
1,1,0,4600000,16700000,16,1,13000000,6000000,9800000,2800000,0
3,0,1,5600000,11600000,12,4,3300000,1800000,18400000,7800000,1
3,1,1,4100000,8300000,16,1,6000000,100000,11100000,2200000,0
3,0,0,3700000,13400000,18,1,2800000,100000,13200000,2500000,0
4,0,1,800000,2400000,2,1,1300000,1300000,2300000,300000,1
4,1,0,8100000,28100000,12,3,5600000,9200000,17200000,9500000,1
2,1,1,2700000,9500000,10,1,2700000,1500000,8100000,1800000,0
2,0,1,7000000,21400000,12,1,3700000,1300000,19800000,9600000,0
3,0,1,8100000,29300000,2,1,8100000,15100000,25500000,6400000,1
1,1,0,3200000,7600000,4,2,3000000,1400000,8100000,4700000,1
4,0,1,400000,1400000,10,3,300000,300000,1500000,200000,1
1,1,0,7800000,23900000,4,1,2600000,15300000,23000000,10900000,1
0,0,0,5800000,19600000,14,3,8900000,10700000,18000000,7200000,1
0,0,1,2600000,6000000,8,1,1700000,2200000,8200000,1600000,0
5,0,0,5400000,21100000,12,3,15800000,10400000,20100000,5400000,1
3,1,1,600000,1700000,4,2,400000,100000,2100000,500000,1
1,1,0,600000,1200000,14,1,700000,1000000,2200000,800000,0
5,1,1,9500000,21700000,16,1,27500000,2700000,28500000,9700000,0
4,1,1,1900000,4800000,12,3,1500000,1600000,5400000,1700000,1
1,1,1,9800000,21200000,4,4,18000000,16400000,37300000,10800000,1
3,1,0,7800000,16600000,20,4,12400000,10800000,30500000,5500000,1
5,0,0,4900000,14100000,2,4,3300000,7500000,16100000,2700000,1
3,1,1,8300000,22700000,2,3,3600000,16000000,18000000,5800000,1
4,0,1,3900000,8900000,10,3,9300000,4000000,9200000,5300000,1
2,1,0,9000000,35700000,12,1,15200000,8400000,19500000,9000000,0
1,0,0,9600000,32400000,20,1,15400000,18400000,19800000,4700000,0
5,0,1,1000000,2400000,18,2,1600000,1300000,2600000,600000,1
5,1,0,2800000,7200000,16,1,900000,5000000,6100000,3200000,0
2,0,0,8300000,20800000,6,3,19300000,4100000,25400000,6800000,1
4,0,1,6900000,18300000,18,3,8200000,600000,15000000,7500000,1
5,0,1,3800000,9100000,18,3,9000000,4000000,10200000,3000000,1
2,0,0,8000000,17800000,20,1,2400000,9700000,27400000,10800000,0
4,1,1,9800000,29700000,4,1,11100000,5500000,37800000,10000000,1
0,1,1,2900000,7200000,16,1,3600000,5700000,7600000,3600000,0
4,1,0,7900000,31500000,20,1,12400000,8500000,21600000,6400000,0
3,0,0,4600000,17900000,8,1,10700000,4000000,12300000,2600000,0
2,1,0,1000000,3700000,18,4,2200000,800000,3000000,500000,1
5,1,0,9000000,21300000,14,2,3400000,7700000,35400000,11000000,1
0,1,1,9400000,36100000,10,2,21200000,3800000,27400000,9100000,1
5,1,1,7400000,23300000,20,1,15700000,3600000,29100000,6800000,0
0,1,0,6600000,20100000,16,1,19200000,7000000,17200000,8400000,0
0,0,0,1300000,3400000,10,1,1200000,200000,3500000,1400000,0
0,1,1,1100000,3400000,14,4,3200000,200000,4400000,1600000,1
5,1,0,9200000,34800000,12,4,22000000,11000000,19800000,12500000,1
2,1,0,7000000,23900000,18,2,13400000,6600000,25200000,7200000,1
4,1,0,5100000,18800000,10,3,6400000,5300000,13500000,4100000,1
1,0,1,3200000,9300000,20,3,3800000,3500000,6900000,2300000,1
1,0,1,3700000,10900000,14,3,3700000,2800000,13200000,4100000,1
5,1,0,3600000,12800000,4,1,2500000,2900000,12600000,2900000,1
1,1,0,5600000,11700000,10,4,11000000,4300000,13100000,6500000,1
0,0,1,9500000,32000000,2,1,8300000,9700000,24500000,5600000,1
4,0,0,1500000,4000000,18,3,0,2700000,4400000,1700000,1
4,0,0,7400000,18300000,10,2,16400000,12600000,28800000,6100000,1
2,1,0,6000000,17400000,16,4,1800000,2100000,20200000,3500000,1
0,1,1,3000000,9600000,6,2,3900000,700000,10500000,3000000,1
4,1,1,6000000,12900000,14,3,700000,1600000,13600000,4100000,1
5,1,1,600000,1500000,12,1,1600000,100000,1900000,800000,0
0,1,0,1800000,6600000,4,4,2400000,100000,4600000,1400000,1
2,1,1,5500000,12000000,2,2,7200000,4700000,11500000,7000000,1
1,1,0,1000000,2100000,6,3,2200000,1000000,2200000,1100000,1
2,0,1,1700000,3500000,10,4,5000000,2400000,3400000,1700000,1
1,1,1,3400000,12300000,8,1,6100000,4700000,8300000,2600000,0
1,1,1,9600000,35900000,8,1,24500000,17700000,31900000,5400000,0
0,0,1,2600000,7600000,18,1,700000,700000,5500000,2900000,0
1,1,0,1600000,3500000,18,2,3200000,100000,6300000,1500000,1
0,1,1,4300000,12800000,20,2,8600000,2200000,11000000,6100000,1
3,1,0,1400000,3500000,16,1,2600000,2200000,2900000,1600000,0
0,0,0,8000000,18000000,16,4,13900000,10300000,23400000,10600000,1
4,0,1,5000000,18100000,12,1,5200000,2000000,14500000,6100000,0
5,1,0,4500000,10200000,12,3,2900000,8600000,17500000,4200000,1
1,1,0,3400000,9900000,2,3,3900000,4800000,10600000,4500000,1
5,1,1,5700000,12800000,14,1,13600000,1000000,13200000,5500000,0
2,0,1,2600000,7600000,10,1,6800000,2800000,10100000,3200000,0
0,1,1,4500000,12200000,20,1,11200000,5000000,12700000,2400000,0
2,0,1,5100000,16800000,2,1,6400000,2700000,17100000,4400000,1
4,0,1,5100000,18600000,20,1,9600000,6000000,16500000,5500000,0
5,1,1,1700000,6500000,14,2,1100000,1000000,6400000,1500000,1
1,0,0,5200000,10500000,20,1,3000000,8000000,19300000,5300000,0
4,0,0,8400000,29000000,2,1,12700000,1100000,20100000,6700000,1
1,0,1,9000000,34000000,16,4,6300000,16900000,22900000,5800000,1
4,1,1,3400000,11800000,20,2,5000000,3300000,9900000,2900000,1
1,0,0,5400000,19400000,8,4,800000,6100000,19500000,3000000,1
0,1,1,700000,2100000,12,4,200000,1300000,2200000,500000,1
2,1,0,7600000,24800000,12,2,14000000,6200000,24700000,6700000,1
2,0,0,5000000,14700000,12,4,2200000,7200000,11700000,4800000,1
5,0,1,2500000,9400000,16,3,0,2200000,9500000,1700000,1
4,0,1,2000000,5200000,16,3,5200000,3800000,4600000,2800000,1
5,0,0,9000000,23900000,12,3,5700000,4600000,32100000,6100000,1
5,1,0,8300000,31800000,16,4,24600000,11100000,26300000,8500000,1
0,0,1,3100000,8500000,8,2,1700000,4600000,11000000,3300000,1
2,1,1,8500000,25600000,16,3,11400000,14800000,17200000,5700000,1
2,1,1,1200000,4600000,20,2,3600000,1500000,4600000,600000,1
4,1,1,2800000,5500000,8,4,6900000,4000000,6000000,3300000,1
5,1,1,2800000,10900000,6,1,5000000,3300000,7600000,3000000,0
5,1,1,6500000,24100000,6,1,14100000,9600000,15300000,5200000,0
4,1,0,8700000,25200000,18,4,25000000,9100000,18400000,8400000,1
1,0,1,5400000,13600000,4,4,11600000,8700000,19900000,5600000,1
2,0,0,8600000,33300000,16,1,19600000,11200000,25500000,11200000,0
3,1,0,4700000,9600000,10,1,5200000,7200000,12000000,5300000,0
5,0,1,1100000,3900000,4,4,1100000,200000,3400000,900000,1
0,1,0,6400000,14000000,8,1,5100000,12700000,23900000,3700000,0
0,1,0,4300000,9900000,4,3,12400000,2100000,17000000,2100000,1
5,0,1,2900000,11100000,4,3,1700000,3900000,9400000,3300000,1
5,0,0,9600000,27100000,8,2,25500000,4600000,26800000,13300000,1
3,0,1,900000,2500000,20,1,900000,300000,3200000,700000,0
5,0,0,8100000,26300000,4,1,3600000,8500000,22200000,6900000,1
0,0,1,8800000,25000000,4,1,11300000,4000000,23600000,9400000,0
0,1,0,8800000,17500000,4,4,25400000,8200000,31600000,5100000,1
1,0,0,6400000,21500000,6,1,1600000,4600000,17600000,8900000,0
2,1,0,2900000,6600000,10,1,8600000,2200000,7400000,3400000,0
5,1,0,1600000,6100000,8,3,3900000,800000,6400000,1200000,1
1,0,0,1600000,5100000,18,3,2500000,2000000,6200000,900000,1
2,1,1,3100000,10700000,4,1,3100000,3000000,7400000,2000000,1
2,0,1,5600000,16700000,14,4,400000,10200000,14700000,5200000,1
3,1,1,8100000,19900000,20,1,22800000,14400000,29800000,5500000,0
3,0,0,9100000,19300000,12,3,26200000,7700000,30100000,13300000,1
0,1,1,5500000,17100000,8,1,400000,200000,17100000,5200000,0
1,1,1,9700000,34300000,20,4,15700000,18500000,26800000,14100000,1
4,1,0,2300000,5400000,16,1,6200000,3700000,5500000,2100000,0
1,0,1,5600000,18000000,10,1,6500000,9000000,19800000,8400000,0
2,0,1,4500000,16600000,4,3,10300000,3100000,11700000,5000000,1
1,1,1,500000,1800000,8,4,100000,200000,1100000,600000,1
0,1,0,4200000,11000000,20,4,6700000,2400000,11700000,6100000,1
1,0,0,9100000,23300000,18,4,800000,12600000,32100000,12400000,1
4,1,1,3200000,12800000,18,3,6300000,3400000,7600000,2100000,1
4,1,1,6200000,21300000,16,4,11800000,3500000,12900000,4100000,1
3,0,1,2500000,7700000,10,4,4500000,400000,8000000,2600000,1
0,1,0,9100000,27100000,12,4,24300000,2900000,34800000,9500000,1
3,1,1,500000,900000,12,1,0,700000,1500000,300000,0
4,0,0,6900000,18000000,8,1,16400000,9300000,18300000,8700000,0
0,1,1,1800000,5200000,16,1,4900000,1500000,4000000,1300000,0
0,1,1,4000000,14500000,2,3,6200000,4900000,12200000,4700000,1
1,0,0,3900000,12300000,10,3,1000000,700000,11700000,2400000,1
2,0,1,8000000,28100000,18,4,24000000,10500000,17700000,8200000,1
5,1,0,900000,3200000,10,4,1600000,1700000,2300000,800000,1
0,1,1,8200000,29700000,6,1,3900000,800000,23900000,5700000,0
5,1,0,2300000,4900000,4,1,6200000,3900000,9200000,2000000,0
5,1,1,6900000,19400000,6,4,10100000,9400000,17000000,5500000,1
3,0,0,8800000,30700000,12,3,15000000,100000,32800000,8000000,1
1,1,0,2600000,7200000,8,1,5900000,1400000,9400000,3000000,0
1,1,0,3700000,8700000,20,4,6200000,3500000,10900000,2600000,1
2,1,1,6200000,23800000,4,1,2900000,7500000,21300000,3300000,1
3,1,1,1000000,2600000,6,1,2900000,1700000,3600000,1100000,0
1,0,0,6000000,20000000,12,2,10800000,4300000,20000000,8600000,1
1,0,1,9100000,31400000,4,1,14100000,16700000,30200000,9600000,1
1,1,0,1700000,6700000,16,1,4300000,2900000,3500000,1100000,0
5,0,1,1700000,4600000,12,1,900000,2200000,4800000,1200000,0
1,1,0,7100000,14300000,12,3,4600000,500000,27300000,8400000,1
5,1,0,9400000,36800000,10,1,20700000,7400000,22400000,6300000,0
5,0,0,6200000,16400000,6,1,900000,7200000,22400000,6300000,0
1,1,0,8300000,31800000,16,4,23400000,7400000,32200000,8500000,1
1,1,1,8900000,21200000,8,3,5400000,9200000,23800000,7900000,1
1,1,1,6500000,14800000,12,1,3500000,2100000,15000000,7300000,0
3,1,1,8100000,26700000,10,4,5100000,9800000,17100000,9900000,1
2,0,0,4900000,13500000,8,1,10500000,8100000,18300000,3400000,0
4,1,0,9100000,26600000,2,4,23300000,11900000,33100000,10400000,1
3,1,1,9000000,33100000,16,1,23800000,7000000,26000000,7100000,0
4,1,1,1300000,3900000,16,2,700000,200000,3400000,1600000,1
1,0,0,6700000,25000000,20,2,5300000,12900000,13600000,7000000,1
5,0,0,3200000,9300000,6,3,7000000,3200000,12700000,4200000,1
0,0,0,7500000,28700000,2,4,2000000,4100000,21500000,7200000,1
3,1,0,4900000,12800000,14,3,7300000,1000000,13000000,7200000,1
1,0,1,700000,1800000,16,2,2100000,400000,1600000,900000,1
2,1,0,6400000,16500000,8,1,12100000,6300000,15200000,5400000,0
0,0,1,3900000,14100000,20,4,5700000,3600000,10500000,5300000,1
4,1,0,9700000,26900000,10,1,11400000,3900000,31400000,9300000,0
5,1,1,3600000,12500000,12,4,10600000,2700000,11100000,4800000,1
2,1,1,3400000,10300000,4,3,4900000,4000000,10000000,3900000,1
0,0,0,9800000,20100000,16,2,6200000,800000,37300000,8700000,1
1,0,0,5100000,14200000,6,1,6100000,7600000,11400000,5600000,0
4,1,1,5900000,11800000,8,1,11000000,1200000,15700000,3900000,0
5,1,0,1200000,2400000,14,1,1800000,1800000,4100000,1300000,0
2,0,0,9700000,30200000,14,4,23700000,13600000,26400000,7500000,1
5,0,1,4700000,11800000,4,2,3600000,700000,9400000,5500000,1
5,1,0,4200000,12500000,18,3,1200000,300000,12900000,6100000,1
4,1,0,9300000,26100000,16,2,11700000,10500000,21100000,10700000,1
3,0,1,5300000,20800000,6,1,9700000,3400000,18500000,4200000,0
0,1,0,7600000,30100000,2,3,20700000,8700000,27600000,9600000,1
2,1,0,6200000,16900000,12,4,2300000,4200000,15300000,7900000,1
0,1,0,8900000,21600000,10,2,2300000,9900000,20700000,11900000,1
4,0,1,7900000,27300000,10,2,23100000,14400000,28500000,10900000,1
1,1,1,3500000,10800000,14,2,6900000,1500000,10900000,4200000,1
2,1,0,5300000,16700000,18,1,4600000,3300000,12000000,4100000,0
2,0,0,1400000,3100000,4,4,3700000,400000,5000000,1100000,1
1,0,1,9100000,23600000,20,1,2800000,17600000,26400000,4500000,0
4,0,0,4400000,17200000,4,2,4100000,3700000,12700000,2900000,1
5,0,0,2800000,8200000,14,2,7400000,3300000,6700000,2700000,1
3,0,0,1300000,3300000,8,4,1400000,800000,4600000,1600000,1
4,1,0,8400000,28700000,14,4,23400000,8300000,23900000,8600000,1
5,1,1,5300000,14000000,6,2,11800000,4500000,12800000,6100000,1
2,1,0,6000000,13900000,4,1,3000000,9600000,14600000,4100000,0
2,0,1,2100000,6800000,12,4,6100000,1900000,7200000,2400000,1
0,0,0,4300000,11000000,4,1,7100000,7300000,9300000,4700000,0
4,0,1,7300000,22900000,12,4,6300000,2900000,28500000,4100000,1
2,1,0,5200000,16200000,12,4,10500000,9600000,15800000,3900000,1
3,1,0,4700000,9800000,14,1,8200000,300000,15700000,3800000,0
4,1,0,7800000,28500000,4,4,15500000,11300000,21100000,9800000,1
3,1,1,500000,1900000,18,2,-100000,600000,1000000,400000,1
1,0,1,6000000,20300000,14,4,5000000,7800000,23700000,8700000,1
4,1,0,4800000,10800000,12,4,3000000,4000000,16400000,7100000,1
3,1,1,8900000,19300000,12,4,12000000,2200000,24700000,7700000,1
1,1,1,1800000,4000000,16,3,700000,200000,4600000,900000,1
2,1,0,3000000,7000000,4,2,5300000,3400000,11900000,3400000,1
4,0,0,7700000,24500000,20,2,9800000,6600000,29100000,6500000,1
1,0,0,8300000,20400000,14,1,5600000,12500000,29100000,4700000,0
4,0,0,4200000,9400000,4,3,10000000,8100000,16100000,5500000,1
4,1,1,8000000,31200000,6,1,19800000,11500000,22200000,5700000,0
2,1,1,9400000,30000000,16,2,1200000,3900000,28200000,9000000,1
1,1,0,800000,2400000,16,4,2400000,1200000,1900000,900000,1
0,1,1,500000,1300000,4,4,600000,0,1800000,200000,1
2,1,1,6100000,22300000,8,3,16200000,10900000,22900000,7200000,1
3,1,1,8500000,30800000,20,1,23000000,1400000,22900000,7900000,0
